"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"12/8/2025","12/8/2025","12/8/2025","ICAGY","Cash Div: R/D 2025-12-01 P/D 2025-12-08 - 800 shares at 0.111515","CDIV","","","$89.21"
"12/8/2025","12/8/2025","12/8/2025","ICAGY","Foreign Tax Witholding at $16.95","DTAX","","","($16.95)"
"12/5/2025","12/5/2025","12/5/2025","ICAGY","ADR Fee: R/D 2025-11-20 P/D 2025-12-05 - 800.000000 shares at 0.03","AFEE","","","($24.00)"
"12/4/2025","12/4/2025","12/4/2025","VFF","Stock Lending","SLIP","","","$0.01"
"12/4/2025","12/4/2025","12/4/2025","SPCE","Stock Lending","SLIP","","","$0.90"
"12/4/2025","12/4/2025","12/4/2025","NOK","Stock Lending","SLIP","","","$0.01"
"12/4/2025","12/4/2025","12/4/2025","USO","Stock Lending","SLIP","","","$0.30"
"12/4/2025","12/4/2025","12/4/2025","FAST","Stock Lending","SLIP","","","$0.01"
"12/4/2025","12/4/2025","12/4/2025","ICAGY","Stock Lending","SLIP","","","$0.01"
"12/4/2025","12/4/2025","12/4/2025","GEHC","Stock Lending","SLIP","","","$0.01"
"12/4/2025","12/4/2025","12/4/2025","ARKK","Stock Lending","SLIP","","","$6.50"
"12/4/2025","12/4/2025","12/4/2025","CHPT","Stock Lending","SLIP","","","$1.62"
"12/4/2025","12/4/2025","12/4/2025","ARKX","Stock Lending","SLIP","","","$0.01"
"12/1/2025","12/1/2025","12/1/2025","","Gold Deposit Boost Payment","GDBP","","","$7.07"
"11/28/2025","11/28/2025","11/28/2025","","Interest Payment","INT","","","$86.67"
"11/26/2025","11/26/2025","11/28/2025","FAST","Fastenal
CUSIP: 311900104
Dividend Reinvestment","Buy","0.051422","$40.06","($2.06)"
"11/25/2025","11/25/2025","11/25/2025","FAST","Cash Div: R/D 2025-10-28 P/D 2025-11-25 - 9.353167 shares at 0.22","CDIV","","","$2.06"
"11/21/2025","11/21/2025","11/21/2025","","Gold Subscription Fee","GOLD","","","($5.00)"
"11/17/2025","11/17/2025","11/18/2025","GEHC","GE HealthCare
CUSIP: 36266G107
Dividend Reinvestment","Buy","0.006621","$72.49","($0.48)"
"11/14/2025","11/14/2025","11/14/2025","GEHC","Cash Div: R/D 2025-10-24 P/D 2025-11-14 - 13.63667 shares at 0.035","CDIV","","","$0.48"
"11/14/2025","11/14/2025","11/17/2025","AAPL","Apple
CUSIP: 037833100
Dividend Reinvestment","Buy","0.050219","$272.80","($13.70)"
"11/13/2025","11/13/2025","11/13/2025","AAPL","Cash Div: R/D 2025-11-10 P/D 2025-11-13 - 52.692186 shares at 0.26","CDIV","","","$13.70"
"11/13/2025","11/13/2025","11/14/2025","NOK","Nokia
CUSIP: 654902204
Dividend Reinvestment","Buy","0.489668","$7.15","($3.50)"
"11/12/2025","11/12/2025","11/12/2025","NOK","Foreign Tax Witholding at $2.02","DTAX","","","($2.02)"
"11/12/2025","11/12/2025","11/12/2025","NOK","Cash Div: R/D 2025-10-28 P/D 2025-11-12 - 166.961418 shares at 0.034563","CDIV","","","$5.77"
"11/12/2025","11/12/2025","11/12/2025","NOK","Sponsored ADR: Agency Processing Fee at $0.25","DFEE","","","($0.25)"
"11/7/2025","11/7/2025","11/7/2025","UBER","Stock Lending","SLIP","","","$0.01"
"11/7/2025","11/7/2025","11/7/2025","USO","Stock Lending","SLIP","","","$0.25"
"11/7/2025","11/7/2025","11/7/2025","SMR","Stock Lending","SLIP","","","$0.01"
"11/7/2025","11/7/2025","11/7/2025","VFF","Stock Lending","SLIP","","","$0.01"
"11/7/2025","11/7/2025","11/7/2025","SPCE","Stock Lending","SLIP","","","$1.44"
"11/7/2025","11/7/2025","11/7/2025","NOK","Stock Lending","SLIP","","","$0.01"
"11/7/2025","11/7/2025","11/7/2025","CRON","Stock Lending","SLIP","","","$0.01"
"11/7/2025","11/7/2025","11/7/2025","GEHC","Stock Lending","SLIP","","","$0.01"
"11/7/2025","11/7/2025","11/7/2025","NIO","Stock Lending","SLIP","","","$0.01"
"11/7/2025","11/7/2025","11/7/2025","FAST","Stock Lending","SLIP","","","$0.01"
"11/7/2025","11/7/2025","11/7/2025","CHPT","Stock Lending","SLIP","","","$2.39"
"11/7/2025","11/7/2025","11/7/2025","ARKK","Stock Lending","SLIP","","","$11.17"
"11/7/2025","11/7/2025","11/7/2025","ARKX","Stock Lending","SLIP","","","$0.01"
"11/7/2025","11/7/2025","11/10/2025","DAL","Delta Air Lines
CUSIP: 247361702
Dividend Reinvestment","Buy","0.526601","$56.97","($30.00)"
"11/6/2025","11/6/2025","11/6/2025","DAL","Cash Div: R/D 2025-10-16 P/D 2025-11-06 - 160.005645 shares at 0.1875","CDIV","","","$30.00"
"10/31/2025","10/31/2025","10/31/2025","","Interest Payment","INT","","","$94.61"
"10/31/2025","10/31/2025","10/31/2025","","Gold Deposit Boost Payment","GDBP","","","$7.08"
"10/28/2025","10/28/2025","10/29/2025","GE","General Electric
CUSIP: 369604301
Dividend Reinvestment","Buy","0.001176","$314.44","($0.37)"
"10/27/2025","10/27/2025","10/27/2025","GE","Cash Div: R/D 2025-09-29 P/D 2025-10-27 - 1.018273 shares at 0.36","CDIV","","","$0.37"
"10/22/2025","10/22/2025","10/22/2025","","Gold Subscription Fee","GOLD","","","($5.00)"
"10/10/2025","10/10/2025","10/14/2025","CRM","Salesforce
CUSIP: 79466L302
Dividend Reinvestment","Buy","0.016487","$247.46","($4.08)"
"10/9/2025","10/9/2025","10/9/2025","CRM","Cash Div: R/D 2025-09-17 P/D 2025-10-09 - 9.803789 shares at 0.416","CDIV","","","$4.08"
"10/7/2025","10/7/2025","10/8/2025","ICAGY","International Airlines Group
CUSIP: 459348108
order batcher","Sell","0.623774","$10.41","$6.49"
"10/6/2025","10/6/2025","10/6/2025","SPCE","Stock Lending","SLIP","","","$4.70"
"10/6/2025","10/6/2025","10/6/2025","SMR","Stock Lending","SLIP","","","$0.02"
"10/6/2025","10/6/2025","10/6/2025","USO","Stock Lending","SLIP","","","$0.17"
"10/6/2025","10/6/2025","10/6/2025","NOK","Stock Lending","SLIP","","","$0.01"
"10/6/2025","10/6/2025","10/6/2025","VFF","Stock Lending","SLIP","","","$0.01"
"10/6/2025","10/6/2025","10/6/2025","NIO","Stock Lending","SLIP","","","$0.01"
"10/6/2025","10/6/2025","10/6/2025","CHPT","Stock Lending","SLIP","","","$3.16"
"10/6/2025","10/6/2025","10/6/2025","CRON","Stock Lending","SLIP","","","$0.01"
"10/6/2025","10/6/2025","10/6/2025","FAST","Stock Lending","SLIP","","","$0.01"
"10/6/2025","10/6/2025","10/6/2025","BB","Stock Lending","SLIP","","","$0.01"
"10/6/2025","10/6/2025","10/6/2025","ARKK","Stock Lending","SLIP","","","$0.65"
"10/6/2025","10/6/2025","10/6/2025","ARKX","Stock Lending","SLIP","","","$0.01"
"10/6/2025","10/6/2025","10/6/2025","BYDDY","Stock Lending","SLIP","","","$0.01"
"10/2/2025","10/2/2025","10/2/2025","NVDA","Cash Div: R/D 2025-09-11 P/D 2025-10-02 - 113.140446 shares at 0.01","CDIV","","","$1.13"
"10/2/2025","10/2/2025","10/3/2025","KO","Coca-Cola
CUSIP: 191216100
Dividend Reinvestment","Buy","0.396039","$66.16","($26.20)"
"10/1/2025","10/1/2025","10/1/2025","KO","Cash Div: R/D 2025-09-15 P/D 2025-10-01 - 51.367586 shares at 0.51","CDIV","","","$26.20"
"9/30/2025","9/30/2025","9/30/2025","","Interest Payment","INT","","","$95.79"
"9/30/2025","9/30/2025","9/30/2025","","Gold Deposit Boost Payment","GDBP","","","$7.08"
"9/30/2025","9/30/2025","10/1/2025","META","Meta Platforms
CUSIP: 30303M102
Dividend Reinvestment","Buy","0.012365","$730.26","($9.03)"
"9/29/2025","9/29/2025","9/29/2025","META","Cash Div: R/D 2025-09-22 P/D 2025-09-29 - 17.192559 shares at 0.525","CDIV","","","$9.03"
"9/22/2025","9/22/2025","9/22/2025","","Gold Subscription Fee","GOLD","","","($5.00)"
"9/16/2025","9/16/2025","9/17/2025","GOOGL","Alphabet Class A
CUSIP: 02079K305
Dividend Reinvestment","Buy","0.099558","$249.90","($24.88)"
"9/15/2025","9/15/2025","9/15/2025","GOOGL","Cash Div: R/D 2025-09-08 P/D 2025-09-15 - 118.45317 shares at 0.21","CDIV","","","$24.88"
"9/12/2025","9/12/2025","9/15/2025","MSFT","Microsoft
CUSIP: 594918104
Dividend Reinvestment","Buy","0.03486","$507.16","($17.68)"
"9/11/2025","9/11/2025","9/11/2025","MSFT","Cash Div: R/D 2025-08-21 P/D 2025-09-11 - 21.297313 shares at 0.83","CDIV","","","$17.68"
"9/8/2025","9/8/2025","9/8/2025","SPCE","Stock Lending","SLIP","","","$8.59"
"9/8/2025","9/8/2025","9/8/2025","VFF","Stock Lending","SLIP","","","$0.01"
"9/8/2025","9/8/2025","9/8/2025","NOK","Stock Lending","SLIP","","","$0.01"
"9/8/2025","9/8/2025","9/8/2025","SMR","Stock Lending","SLIP","","","$0.01"
"9/8/2025","9/8/2025","9/8/2025","NIO","Stock Lending","SLIP","","","$0.01"
"9/8/2025","9/8/2025","9/8/2025","USO","Stock Lending","SLIP","","","$0.16"
"9/8/2025","9/8/2025","9/8/2025","GEHC","Stock Lending","SLIP","","","$0.01"
"9/8/2025","9/8/2025","9/8/2025","FAST","Stock Lending","SLIP","","","$0.01"
"9/8/2025","9/8/2025","9/8/2025","CRON","Stock Lending","SLIP","","","$0.01"
"9/8/2025","9/8/2025","9/8/2025","ARKK","Stock Lending","SLIP","","","$0.11"
"9/8/2025","9/8/2025","9/8/2025","CHPT","Stock Lending","SLIP","","","$4.35"
"9/8/2025","9/8/2025","9/8/2025","BB","Stock Lending","SLIP","","","$0.01"
"9/8/2025","9/8/2025","9/8/2025","ARKX","Stock Lending","SLIP","","","$0.01"
"9/2/2025","9/2/2025","9/2/2025","","Gold Deposit Boost Payment","GDBP","","","$7.08"
"8/29/2025","8/29/2025","8/29/2025","","Interest Payment","INT","","","$100.03"
"8/27/2025","8/27/2025","8/28/2025","FAST","Fastenal
CUSIP: 311900104
Dividend Reinvestment","Buy","0.041099","$49.88","($2.05)"
"8/26/2025","8/26/2025","8/26/2025","FAST","Cash Div: R/D 2025-07-29 P/D 2025-08-26 - 9.312068 shares at 0.22","CDIV","","","$2.05"
"8/25/2025","8/25/2025","8/25/2025","","Gold Subscription Fee","GOLD","","","($5.00)"
"8/22/2025","8/22/2025","8/25/2025","DAL","Delta Air Lines
CUSIP: 247361702
Dividend Reinvestment","Buy","0.509453","$58.71","($29.91)"
"8/21/2025","8/21/2025","8/21/2025","DAL","Cash Div: R/D 2025-07-31 P/D 2025-08-21 - 159.496192 shares at 0.1875","CDIV","","","$29.91"
"8/18/2025","8/18/2025","8/19/2025","GEHC","GE HealthCare
CUSIP: 36266G107
Dividend Reinvestment","Buy","0.006534","$73.46","($0.48)"
"8/15/2025","8/15/2025","8/15/2025","GEHC","Cash Div: R/D 2025-07-25 P/D 2025-08-15 - 13.630136 shares at 0.035","CDIV","","","$0.48"
"8/15/2025","8/15/2025","8/18/2025","AAPL","Apple
CUSIP: 037833100
Dividend Reinvestment","Buy","0.058858","$232.42","($13.68)"
"8/14/2025","8/14/2025","8/14/2025","AAPL","Cash Div: R/D 2025-08-11 P/D 2025-08-14 - 52.633328 shares at 0.26","CDIV","","","$13.68"
"8/13/2025","8/13/2025","8/13/2025","BYDDY","Cash Div: R/D 2025-06-11 P/D 2025-08-13 - 10 shares at 1.10247","CDIV","","","$11.02"
"8/13/2025","8/13/2025","8/13/2025","BYDDY","Foreign Tax Witholding at $1.32","DTAX","","","($1.32)"
"8/13/2025","8/13/2025","8/13/2025","BYDDY","Sponsored ADR: Agency Processing Fee at $0.70","DFEE","","","($0.70)"
"8/13/2025","8/13/2025","8/14/2025","NOK","Nokia
CUSIP: 654902204
Dividend Reinvestment","Buy","1.142514","$4.18","($4.77)"
"8/12/2025","8/12/2025","8/12/2025","NOK","Sponsored ADR: Agency Processing Fee at $0.25","DFEE","","","($0.25)"
"8/12/2025","8/12/2025","8/12/2025","NOK","Cash Div: R/D 2025-07-29 P/D 2025-08-12 - 165.818904 shares at 0.046567","CDIV","","","$7.72"
"8/12/2025","8/12/2025","8/12/2025","NOK","Foreign Tax Witholding at $2.70","DTAX","","","($2.70)"
"8/7/2025","8/7/2025","8/7/2025","BYDDY","ADR Fee: R/D 2025-07-30 P/D 2025-08-07 - 50.00000000000000 shares at 0.02","AFEE","","","($1.00)"
"8/7/2025","8/7/2025","8/7/2025","NCLH","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/7/2025","SPCE","Stock Lending","SLIP","","","$14.51"
"8/7/2025","8/7/2025","8/7/2025","USO","Stock Lending","SLIP","","","$0.19"
"8/7/2025","8/7/2025","8/7/2025","NOK","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/7/2025","SMR","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/7/2025","GEHC","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/7/2025","ICAGY","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/7/2025","NIO","Stock Lending","SLIP","","","$0.16"
"8/7/2025","8/7/2025","8/7/2025","DAL","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/7/2025","CHPT","Stock Lending","SLIP","","","$0.21"
"8/7/2025","8/7/2025","8/7/2025","FAST","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/7/2025","CRON","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/7/2025","BB","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/7/2025","CHPT","Stock Lending","SLIP","","","$3.02"
"8/7/2025","8/7/2025","8/7/2025","ARKX","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/7/2025","ARKK","Stock Lending","SLIP","","","$0.01"
"7/31/2025","7/31/2025","7/31/2025","","Interest Payment","INT","","","$99.51"
"7/31/2025","7/31/2025","7/31/2025","","Gold Deposit Boost Payment","GDBP","","","$7.08"
"7/30/2025","7/30/2025","7/30/2025","BYDDY","BYD Company
CUSIP: 05606L100","SPL","50","",""
"7/28/2025","7/28/2025","7/29/2025","GE","General Electric
CUSIP: 369604301
Dividend Reinvestment","Buy","0.001357","$272.65","($0.37)"
"7/28/2025","7/28/2025","7/28/2025","CHPT","ChargePoint
CUSIP: 15961R105","SPR","1901.6667S","",""
"7/28/2025","7/28/2025","7/28/2025","CHPT","ChargePoint
CUSIP: 15961R303","SPR","95.0833","",""
"7/25/2025","7/25/2025","7/25/2025","GE","Cash Div: R/D 2025-07-07 P/D 2025-07-25 - 1.016916 shares at 0.36","CDIV","","","$0.37"
"7/24/2025","7/24/2025","7/24/2025","","Gold Subscription Fee","GOLD","","","($5.00)"
"7/23/2025","7/23/2025","7/23/2025","DIS","Cash Div: R/D 2025-06-24 P/D 2025-07-23 - 15.087866 shares at 0.5","CDIV","","","$7.54"
"7/11/2025","7/11/2025","7/14/2025","CRM","Salesforce
CUSIP: 79466L302
Dividend Reinvestment","Buy","0.015577","$261.27","($4.07)"
"7/10/2025","7/10/2025","7/10/2025","CRM","Cash Div: R/D 2025-06-18 P/D 2025-07-10 - 9.788212 shares at 0.416","CDIV","","","$4.07"
"7/8/2025","7/8/2025","7/8/2025","ICAGY","Cash Div: R/D 2025-06-27 P/D 2025-07-08 - 800.623774 shares at 0.141296","CDIV","","","$113.12"
"7/8/2025","7/8/2025","7/8/2025","ICAGY","Foreign Tax Witholding at $21.49","DTAX","","","($21.49)"
"7/8/2025","7/8/2025","7/8/2025","USO","Stock Lending","SLIP","","","$0.08"
"7/8/2025","7/8/2025","7/8/2025","SPCE","Stock Lending","SLIP","","","$18.65"
"7/8/2025","7/8/2025","7/8/2025","NOK","Stock Lending","SLIP","","","$0.01"
"7/8/2025","7/8/2025","7/8/2025","NIO","Stock Lending","SLIP","","","$0.52"
"7/8/2025","7/8/2025","7/8/2025","FAST","Stock Lending","SLIP","","","$0.01"
"7/8/2025","7/8/2025","7/8/2025","GEHC","Stock Lending","SLIP","","","$0.01"
"7/8/2025","7/8/2025","7/8/2025","SMR","Stock Lending","SLIP","","","$0.01"
"7/8/2025","7/8/2025","7/8/2025","CHPT","Stock Lending","SLIP","","","$2.06"
"7/8/2025","7/8/2025","7/8/2025","CRON","Stock Lending","SLIP","","","$0.01"
"7/8/2025","7/8/2025","7/8/2025","BB","Stock Lending","SLIP","","","$0.01"
"7/8/2025","7/8/2025","7/8/2025","ARKX","Stock Lending","SLIP","","","$0.01"
"7/8/2025","7/8/2025","7/8/2025","ARKK","Stock Lending","SLIP","","","$0.01"
"7/3/2025","7/3/2025","7/3/2025","NVDA","Cash Div: R/D 2025-06-11 P/D 2025-07-03 - 113.140446 shares at 0.01","CDIV","","","$1.13"
"7/2/2025","7/2/2025","7/3/2025","KO","Coca-Cola
CUSIP: 191216100
Dividend Reinvestment","Buy","0.366338","$71.00","($26.01)"
"7/1/2025","7/1/2025","7/1/2025","KO","Cash Div: R/D 2025-06-13 P/D 2025-07-01 - 51.001248 shares at 0.51","CDIV","","","$26.01"
"7/1/2025","7/1/2025","7/1/2025","","Gold Deposit Boost Payment","GDBP","","","$7.08"
"6/30/2025","6/30/2025","6/30/2025","","Interest Payment","INT","","","$95.70"
"6/27/2025","6/27/2025","6/30/2025","META","Meta Platforms
CUSIP: 30303M102
Dividend Reinvestment","Buy","0.012352","$730.19","($9.02)"
"6/26/2025","6/26/2025","6/26/2025","META","Cash Div: R/D 2025-06-16 P/D 2025-06-26 - 17.180207 shares at 0.525","CDIV","","","$9.02"
"6/24/2025","6/24/2025","6/24/2025","","Gold Subscription Fee","GOLD","","","($5.00)"
"6/17/2025","6/17/2025","6/18/2025","GOOGL","Alphabet Class A
CUSIP: 02079K305
Dividend Reinvestment","Buy","0.141","$176.24","($24.85)"
"6/16/2025","6/16/2025","6/16/2025","GOOGL","Cash Div: R/D 2025-06-09 P/D 2025-06-16 - 118.31217 shares at 0.21","CDIV","","","$24.85"
"6/13/2025","6/13/2025","6/16/2025","MSFT","Microsoft
CUSIP: 594918104
Dividend Reinvestment","Buy","0.037046","$476.43","($17.65)"
"6/12/2025","6/12/2025","6/12/2025","MSFT","Cash Div: R/D 2025-05-15 P/D 2025-06-12 - 21.260267 shares at 0.83","CDIV","","","$17.65"
"6/6/2025","6/6/2025","6/6/2025","USO","Stock Lending","SLIP","","","$0.01"
"6/6/2025","6/6/2025","6/6/2025","SPCE","Stock Lending","SLIP","","","$11.67"
"6/6/2025","6/6/2025","6/6/2025","VFF","Stock Lending","SLIP","","","$0.01"
"6/6/2025","6/6/2025","6/6/2025","SMR","Stock Lending","SLIP","","","$0.01"
"6/6/2025","6/6/2025","6/6/2025","NIO","Stock Lending","SLIP","","","$0.68"
"6/6/2025","6/6/2025","6/6/2025","NOK","Stock Lending","SLIP","","","$0.01"
"6/6/2025","6/6/2025","6/6/2025","FAST","Stock Lending","SLIP","","","$0.01"
"6/6/2025","6/6/2025","6/6/2025","BB","Stock Lending","SLIP","","","$0.01"
"6/6/2025","6/6/2025","6/6/2025","ARKX","Stock Lending","SLIP","","","$0.01"
"6/6/2025","6/6/2025","6/6/2025","CHPT","Stock Lending","SLIP","","","$1.80"
"6/6/2025","6/6/2025","6/6/2025","ARKK","Stock Lending","SLIP","","","$0.01"
"6/6/2025","6/6/2025","6/6/2025","CRON","Stock Lending","SLIP","","","$0.01"
"6/4/2025","6/4/2025","6/5/2025","DAL","Delta Air Lines
CUSIP: 247361702
Dividend Reinvestment","Buy","0.484808","$49.19","($23.85)"
"6/3/2025","6/3/2025","6/3/2025","DAL","Cash Div: R/D 2025-05-13 P/D 2025-06-03 - 159.011384 shares at 0.15","CDIV","","","$23.85"
"6/2/2025","6/2/2025","6/2/2025","","Gold Deposit Boost Payment","GDBP","","","$7.10"
"5/30/2025","5/30/2025","5/30/2025","","Interest Payment","INT","","","$97.95"
"5/27/2025","5/27/2025","5/28/2025","FAST","Fastenal
CUSIP: 311900104
Dividend Reinvestment","Buy","0.049138","$41.52","($2.04)"
"5/27/2025","5/27/2025","5/27/2025","","Gold Subscription Fee","GOLD","","","($5.00)"
"5/23/2025","5/23/2025","5/23/2025","FAST","Cash Div: R/D 2025-04-25 P/D 2025-05-23 - 4.631465 shares at 0.44","CDIV","","","$2.04"
"5/22/2025","5/22/2025","5/22/2025","FAST","Fastenal
CUSIP: 311900104","SPL","4.6315","",""
"5/16/2025","5/16/2025","5/19/2025","GEHC","GE HealthCare
CUSIP: 36266G107
Dividend Reinvestment","Buy","0.006608","$72.63","($0.48)"
"5/16/2025","5/16/2025","5/19/2025","AAPL","Apple
CUSIP: 037833100
Dividend Reinvestment","Buy","0.065057","$210.12","($13.67)"
"5/16/2025","5/16/2025","5/19/2025","NOK","Nokia
CUSIP: 654902204
Dividend Reinvestment","Buy","0.868978","$5.19","($4.51)"
"5/15/2025","5/15/2025","5/15/2025","GEHC","Cash Div: R/D 2025-04-25 P/D 2025-05-15 - 13.623528 shares at 0.035","CDIV","","","$0.48"
"5/15/2025","5/15/2025","5/15/2025","AAPL","Cash Div: R/D 2025-05-12 P/D 2025-05-15 - 52.568271 shares at 0.26","CDIV","","","$13.67"
"5/15/2025","5/15/2025","5/15/2025","NOK","Sponsored ADR: Agency Processing Fee at $0.25","DFEE","","","($0.25)"
"5/15/2025","5/15/2025","5/15/2025","NOK","Foreign Tax Witholding at $2.57","DTAX","","","($2.57)"
"5/15/2025","5/15/2025","5/15/2025","NOK","Cash Div: R/D 2025-05-05 P/D 2025-05-15 - 164.949926 shares at 0.044467","CDIV","","","$7.33"
"5/7/2025","5/7/2025","5/7/2025","NOK","Stock Lending","SLIP","","","$0.01"
"5/7/2025","5/7/2025","5/7/2025","SMR","Stock Lending","SLIP","","","$0.01"
"5/7/2025","5/7/2025","5/7/2025","UBER","Stock Lending","SLIP","","","$0.01"
"5/7/2025","5/7/2025","5/7/2025","USO","Stock Lending","SLIP","","","$0.28"
"5/7/2025","5/7/2025","5/7/2025","SPCE","Stock Lending","SLIP","","","$5.34"
"5/7/2025","5/7/2025","5/7/2025","NIO","Stock Lending","SLIP","","","$0.90"
"5/7/2025","5/7/2025","5/7/2025","FAST","Stock Lending","SLIP","","","$0.01"
"5/7/2025","5/7/2025","5/7/2025","CRON","Stock Lending","SLIP","","","$0.01"
"5/7/2025","5/7/2025","5/7/2025","GEHC","Stock Lending","SLIP","","","$0.01"
"5/7/2025","5/7/2025","5/7/2025","BB","Stock Lending","SLIP","","","$0.01"
"5/7/2025","5/7/2025","5/7/2025","ARKX","Stock Lending","SLIP","","","$0.01"
"5/7/2025","5/7/2025","5/7/2025","CHPT","Stock Lending","SLIP","","","$1.88"
"5/7/2025","5/7/2025","5/7/2025","ARKK","Stock Lending","SLIP","","","$0.01"
"5/7/2025","5/7/2025","5/7/2025","BYDDY","Stock Lending","SLIP","","","$0.07"
"4/30/2025","4/30/2025","5/2/2025","","ACH Deposit","ACH","","","$5,000.00"
"4/30/2025","4/30/2025","4/30/2025","","Interest Payment","INT","","","$90.78"
"4/30/2025","4/30/2025","4/30/2025","","Gold Deposit Boost Payment","GDBP","","","$7.10"
"4/28/2025","4/28/2025","4/29/2025","GE","General Electric
CUSIP: 369604301
Dividend Reinvestment","Buy","0.001842","$200.81","($0.37)"
"4/25/2025","4/25/2025","4/25/2025","GE","Cash Div: R/D 2025-03-10 P/D 2025-04-25 - 1.015074 shares at 0.36","CDIV","","","$0.37"
"4/25/2025","4/25/2025","4/28/2025","CRM","Salesforce
CUSIP: 79466L302
Dividend Reinvestment","Buy","0.015374","$264.72","($4.07)"
"4/25/2025","4/25/2025","4/25/2025","","Gold Subscription Fee","GOLD","","","($5.00)"
"4/24/2025","4/24/2025","4/24/2025","CRM","Cash Div: R/D 2025-04-10 P/D 2025-04-24 - 9.772838 shares at 0.416","CDIV","","","$4.07"
"4/17/2025","4/17/2025","4/21/2025","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","6.53509","$153.02","($1,000.00)"
"4/17/2025","4/17/2025","4/21/2025","AMZN","Amazon
CUSIP: 023135106","Buy","0.75282","$173.83","($130.86)"
"4/17/2025","4/17/2025","4/21/2025","AMZN","Amazon
CUSIP: 023135106","Buy","5","$173.83","($869.14)"
"4/17/2025","4/17/2025","4/21/2025","NVDA","NVIDIA
CUSIP: 67066G104","Buy","0.85237","$101.50","($86.51)"
"4/17/2025","4/17/2025","4/21/2025","NVDA","NVIDIA
CUSIP: 67066G104","Buy","9","$101.50","($913.49)"
"4/17/2025","4/17/2025","4/21/2025","","ACH Deposit","ACH","","","$3,000.00"
"4/16/2025","4/16/2025","4/17/2025","AAPL","Apple
CUSIP: 037833100","Buy","0.08032","$196.84","($15.81)"
"4/16/2025","4/16/2025","4/17/2025","AAPL","Apple
CUSIP: 037833100","Buy","5","$196.84","($984.19)"
"4/16/2025","4/16/2025","4/17/2025","NVDA","NVIDIA
CUSIP: 67066G104","Buy","9.51248","$105.12","($1,000.00)"
"4/16/2025","4/16/2025","4/17/2025","DAL","Delta Air Lines
CUSIP: 247361702","Buy","24.50079","$40.82","($1,000.00)"
"4/9/2025","4/9/2025","4/10/2025","META","Meta Platforms
CUSIP: 30303M102","Buy","1.96001","$510.20","($1,000.00)"
"4/9/2025","4/9/2025","4/10/2025","MSFT","Microsoft
CUSIP: 594918104","Buy","0.77978","$359.74","($280.52)"
"4/9/2025","4/9/2025","4/10/2025","MSFT","Microsoft
CUSIP: 594918104","Buy","2","$359.74","($719.48)"
"4/9/2025","4/9/2025","4/10/2025","SPCE","Virgin Galactic Holdings
CUSIP: 92766K403","Buy","210.52631","$2.38","($500.00)"
"4/8/2025","4/8/2025","4/9/2025","NVDA","NVIDIA
CUSIP: 67066G104","Buy","0.50579","$105.20","($53.21)"
"4/8/2025","4/8/2025","4/9/2025","NVDA","NVIDIA
CUSIP: 67066G104","Buy","9","$105.20","($946.79)"
"4/8/2025","4/8/2025","4/9/2025","CHPT","ChargePoint
CUSIP: 15961R105","Buy","860","$0.58","($499.87)"
"4/8/2025","4/8/2025","4/9/2025","SMR","NuScale Power
CUSIP: 67079K100","Buy","33.31112","$15.01","($500.00)"
"4/8/2025","4/8/2025","4/9/2025","ARKX","ARK Space & Defense Innovation ETF
CUSIP: 00214Q807","Buy","58.85815","$16.99","($1,000.00)"
"4/8/2025","4/8/2025","4/9/2025","ARKK","ARK Innovation ETF
CUSIP: 00214Q104","Buy","22.57846","$44.29","($1,000.00)"
